Date,Time,Location,Title,Places,Registration
"Tue, 8 February 2022",11:00 - 12:00 GMT,Zoom,Mental Health in Research Software Engineering,50,https://www.eventbrite.co.uk/e/mental-health-for-research-software-engineers-tickets-216310870637
